"","state","year","years_since_other_party","change_counter","years_till_change","change_within_4years","change_next_year","Population","LF_population","LF_population_percent","employed_population","participation_rate","unemployed_population","unemployment_rate","gdp_change","gdp","gdp_pchange","gdp_ma8","gdp_ma4","uer_ma8","uer_ma4","gdp_pchange_ma4","gdp_pchange_ma8","gdp_ma4_8_diff","uer_ma4_8_diff","gdp_pchange_ma4_8_diff"
"721","Massachusetts",1985,-10,10,6,FALSE,FALSE,4533833.33333333,3051691.16666667,67.325,2930915,64.6583333333333,120776.166666667,3.96666666666667,9257.89999999999,164593.1,5.62,138971.625,149068.6,5.88020833333333,5.80416666666667,5.0275,4.16,10096.975,-0.0760416666666668,0.867500000000001
"722","Washington",1993,-8,8,NA,FALSE,FALSE,3954336,2692982,68.1,2495367.08333333,63.1083333333333,197614.916666667,7.35,3844.90000000002,154089.7,2.5,136095.5625,147832.375,6.74375,6.57708333333333,3.3925,4.095,11736.8125,-0.166666666666664,-0.702500000000001
"723","New Jersey",2004,-2,8,6,FALSE,FALSE,6602607.16666667,4348297.83333333,65.8666666666667,4137907.58333333,62.6666666666667,210390.25,4.84166666666667,5665.62999999995,362797.22,1.56,333689.8025,352115.8875,4.84895833333333,5.18333333333333,1.75,3.01875,18426.0850000001,0.334375000000001,-1.26875
"724","Wyoming",1991,-16,6,4,TRUE,FALSE,333564.083333333,235698.916666667,70.6583333333333,223346.833333333,66.9583333333333,12352.0833333333,5.24166666666667,445.199999999999,14118.3,3.15,13116.35,13464.95,6.640625,5.77916666666667,3.415,1.51375,348.600000000002,-0.861458333333334,1.90125
"725","Wyoming",1987,-12,6,8,FALSE,FALSE,349500,240527.416666667,68.8,221219.083333333,63.2916666666667,19308.3333333333,8.00833333333333,-309.299999999999,12271.7,-2.52,13023.1875,12767.75,6.53854166666667,7.50208333333333,-0.3875,-0.3025,-255.437499999995,0.963541666666666,-0.0850000000000001
"726","Kansas",1999,4,9,4,TRUE,FALSE,1989686.16666667,1425759.08333333,71.675,1379007.66666667,69.3166666666667,46751.4166666667,3.26666666666667,1933.73,78180.61,2.47,69972.01125,74733.8725,4.19479166666667,3.69791666666667,3.5875,2.9875,4761.86124999999,-0.496875,0.600000000000002
"727","Massachusetts",2000,9,11,7,FALSE,FALSE,4928940.83333333,3330584.75,67.5666666666667,3240397.75,65.7416666666667,90187,2.70833333333333,19972.91,256482.15,7.79,218246.435,236074.945,4.47916666666667,3.27291666666667,4.34,3.87375,17828.51,-1.20625,0.466250000000002
"728","Arkansas",1986,-3,4,10,FALSE,FALSE,1761666.66666667,1067299.33333333,60.5833333333333,975962.416666667,55.4083333333333,91336.9166666667,8.55833333333333,773.699999999997,40177.1,1.93,36988.6625,38693.65,8.528125,8.95,3.325,1.75125,1704.9875,0.421875,1.57375
"729","Maryland",2003,0,6,4,TRUE,FALSE,4156956.58333333,2882136.25,69.325,2754373.33333333,66.275,127762.916666667,4.425,5073.25,197911.88,2.56,174207.875,188719.5675,4.29791666666667,4.1125,3.54,3.855,14511.6925,-0.185416666666669,-0.315000000000001
"730","Oklahoma",1999,4,5,4,TRUE,FALSE,2561616.41666667,1656247.66666667,64.6583333333333,1598088.75,62.3916666666667,58158.9166666667,3.51666666666667,1333.81999999999,84301.04,1.58,76499.07,81477.89,4.74791666666666,3.97291666666666,3.2325,2.7475,4978.81999999998,-0.774999999999999,0.485
"731","South Carolina",1995,8,3,4,TRUE,FALSE,2813951.66666667,1856963.5,66,1760597.58333333,62.5666666666667,96365.9166666667,5.19166666666667,3190.2,89046,3.58,78713.6125,83676.9,5.71145833333333,6.36041666666667,3.8775,3.45125,4963.28749999999,0.648958333333334,0.426250000000001
"732","New Mexico",1996,1,11,7,FALSE,FALSE,1281327.16666667,812551.25,63.4333333333333,753942.583333333,58.8583333333333,58608.6666666667,7.21666666666667,1871.5,44604.5,4.2,36179.5125,41707.675,6.853125,6.80833333333334,6.585,5.81125,5528.16249999998,-0.0447916666666615,0.773749999999998
"733","Idaho",1986,-15,6,9,FALSE,FALSE,707083.333333333,471592.833333333,66.7,431766.333333333,61.075,39826.5,8.43333333333333,-336.899999999998,16937.2,-1.99,16593.6,16925.025,7.94791666666667,8.14166666666667,1.655,0.68125,331.424999999996,0.193749999999999,0.97375
"734","Maine",1991,4,9,4,TRUE,FALSE,943988,645112.416666667,68.3333333333333,596419.166666667,63.1833333333333,48693.25,7.56666666666667,-808.900000000001,26835.5,-3.01,25473.575,27426.625,5.24479166666667,5.15,1.2675,3.26875,1953.05,-0.0947916666666666,-2.00125
"735","Vermont",2002,-17,5,1,TRUE,TRUE,483459.916666667,343150.083333333,70.975,329420.25,68.1416666666667,13729.8333333333,3.99166666666667,532.700000000001,15894.59,3.35,14738.49375,15035.3275,3.6125,3.2625,4.5375,1.17375,296.83375,-0.35,3.36375
"736","Washington",1998,-13,8,NA,FALSE,FALSE,4348344.91666667,3051029.16666667,70.175,2905167.58333333,66.8,145861.583333333,4.775,26279.72,205919.22,12.76,165469.615,178725.755,6.22083333333333,5.54791666666666,6.085,4.47625,13256.14,-0.672916666666664,1.60875
"737","Alaska",2004,1,10,NA,FALSE,FALSE,470998.916666667,336731.75,71.4916666666667,311637.166666667,66.1666666666667,25094.5833333333,7.45,1137.93,29738.17,3.83,28121.30375,28804.625,6.91354166666666,7.24583333333333,2.6175,1.04,683.321250000005,0.332291666666673,1.5775
"738","Texas",1996,1,5,NA,FALSE,FALSE,14072456.25,9720176.83333333,69.0916666666667,9166699.83333333,65.1416666666667,553477,5.69166666666667,31441.6,562107.5,5.59,480435.075,519088.925,6.61875,6.35,4.79,3.7675,38653.85,-0.268750000000002,1.0225
"739","Iowa",2002,-3,6,NA,FALSE,FALSE,2246552.83333333,1637859.83333333,72.9,1572457.5,70,65402.3333333333,4.00833333333333,2461.48999999999,87440.2,2.82,82180.14875,85142.4625,3.17291666666667,3.1375,2.07,2.2725,2962.31375000002,-0.0354166666666673,-0.2025
"740","Indiana",1985,16,5,4,TRUE,FALSE,4092250,2710400.25,66.2416666666667,2499642.08333333,61.075,210758.166666667,7.8,2097.8,111327,1.88,104957.9,104625.325,8.88958333333333,9.87708333333333,1.68,0.915,-332.574999999983,0.987499999999995,0.765
"741","Rhode Island",1996,1,9,NA,FALSE,FALSE,789328.5,516048.416666667,65.375,487992.166666667,61.825,28056.25,5.45,454.799999999999,27006.3,1.68,25952.3125,26273.3,6.79895833333333,6.6125,1.5475,0.681249999999999,320.987500000003,-0.186458333333333,0.866250000000002
"742","Iowa",1991,22,5,8,FALSE,FALSE,2104403.16666667,1474892,70.075,1406136,66.8083333333333,68756,4.65833333333333,358.099999999999,63818.2,0.56,58886.7125,62098.225,5.55416666666667,4.44166666666667,2.9725,2.49625,3211.5125,-1.1125,0.47625
"743","Louisiana",1999,3,5,5,FALSE,FALSE,3280604.83333333,2039540.75,62.175,1935864.08333333,59,103676.666666667,5.075,3067.29000000001,151243.2,2.03,123703.92625,136727.8275,6.73229166666667,5.84166666666666,5.38,3.71625,13023.90125,-0.890625000000005,1.66375
"744","Nevada",1998,-15,6,1,TRUE,TRUE,1413958.75,978842.5,69.225,937598.583333333,66.3,41243.9166666667,4.20833333333333,7042.38,66509.58,10.59,50414.9975,58195.545,5.58958333333333,4.8,7.68,7.0725,7780.54749999997,-0.789583333333328,0.607499999999998
"745","Alabama",1993,0,2,2,TRUE,FALSE,3194255.25,2004280.5,62.7416666666667,1856783.33333333,58.1333333333333,147497.166666667,7.36666666666667,1353.70000000001,91167.6,1.48,83624.4625,87715.85,7.634375,7.26875,2.4875,2.58875,4091.38750000004,-0.365625000000002,-0.101249999999999
"746","Arizona",1995,4,9,8,FALSE,FALSE,3347788.75,2229347.91666667,66.6,2109988.41666667,63.025,119359.5,5.35833333333333,7915.10000000001,112019.5,7.07,90762.975,100330.575,6.05104166666667,6.36458333333333,7.5025,4.58,9567.59999999998,0.313541666666667,2.9225
"747","California",2004,1,8,NA,FALSE,FALSE,26503319.8333333,17378787.3333333,65.575,16300526.8333333,61.5083333333333,1078260.5,6.20833333333333,55212.8999999999,1364259.92,4.05,1199561.40625,1286154.9325,5.94895833333333,6.27291666666667,2.6175,4.04,86593.5262500001,0.323958333333333,-1.4225
"748","Tennessee",1997,2,5,6,FALSE,FALSE,4218937.75,2786469.33333333,66.0416666666667,2639732,62.575,146737.333333333,5.26666666666667,7296.09999999998,152687.3,4.78,131436.3625,143798.5,5.61145833333333,5.10208333333333,4.2075,3.89625,12362.1375000001,-0.509375000000003,0.311249999999999
"749","Iowa",2001,-2,6,NA,FALSE,FALSE,2240136.25,1612809.83333333,72,1559068.91666667,69.6083333333333,53740.9166666667,3.325,-1070.01999999999,84978.71,-1.26,80312.98625,83371.3475,3.109375,2.82083333333333,0.507500000000001,2.88375,3058.36125,-0.288541666666667,-2.37625
"750","Rhode Island",1986,1,7,5,FALSE,FALSE,754250,509228.416666667,67.5083333333333,488606.25,64.7916666666667,20622.1666666667,4.06666666666667,1108,22861.9,4.85,19713.75,21030.9,6.70104166666667,5.63125,5.075,3.13625,1317.14999999999,-1.06979166666666,1.93875
"751","Wyoming",1994,-19,6,1,TRUE,TRUE,352920.5,250673.833333333,71.0333333333333,238222.5,67.5083333333333,12451.3333333333,4.95833333333333,320,15105.1,2.12,13793.5625,14583.825,5.87916666666667,5.2875,2.4575,2.2275,790.262500000003,-0.591666666666669,0.23
"752","California",2005,2,8,NA,FALSE,FALSE,26761750.25,17529847.6666667,65.5083333333333,16583799.6666667,61.9583333333333,946048,5.4,63058.97,1427318.89,4.42,1248339.8675,1337739.24,5.82916666666667,6.26458333333333,3.8275,3.88375,89399.3724999998,0.435416666666666,-0.0562499999999986
"753","Wisconsin",1989,2,8,14,FALSE,FALSE,3669500,2596360.25,70.7583333333333,2483542.33333333,67.6666666666667,112817.916666667,4.33333333333333,2249.89999999999,113429.5,1.98,101168.3,107797.3,7.11458333333333,5.39791666666667,3.0375,2.6175,6629.00000000001,-1.71666666666667,0.419999999999999
"754","South Dakota",1989,10,4,NA,FALSE,FALSE,519000,360949.416666667,69.5333333333333,346510.25,66.775,14439.1666666667,4.00833333333333,227.9,13960.6,1.63,13019.6375,13665.6,4.59479166666667,4.21666666666667,1.44,1.63,645.962500000001,-0.378125000000002,-0.19
"755","Connecticut",2002,7,13,NA,FALSE,FALSE,2632063.08333333,1774326.58333333,67.4083333333333,1697430.75,64.4916666666667,76895.8333333333,4.30833333333333,-235.510000000009,156272.65,-0.15,143749.45625,152504.5625,4.01770833333333,3.17708333333334,2.8125,3.11125,8755.10625000004,-0.840624999999997,-0.298750000000001
"756","Arizona",2005,-2,10,4,TRUE,FALSE,4465450.75,2883298.91666667,64.575,2748768.08333333,61.55,134530.833333333,4.66666666666667,14227.79,187220.96,7.6,156359.61375,170475.8,4.88645833333334,5.39375,5.2125,4.49375,14116.18625,0.507291666666664,0.718749999999998
"757","Alaska",1991,0,5,1,TRUE,TRUE,381590.5,276418.166666667,72.45,253044.75,66.325,23373.4166666667,8.45833333333333,-2951,25821.4,-11.43,27824.05,27855.675,9.028125,7.87083333333334,-3.5675,-0.563749999999999,31.6249999999964,-1.15729166666666,-3.00375
"758","Utah",2004,19,3,NA,FALSE,FALSE,1730928.41666667,1231043.41666667,71.1166666666667,1169779.66666667,67.5833333333333,61263.75,4.96666666666667,3644.59,72094.36,5.06,64453.2475,68334.545,4.321875,5.20416666666667,2.6375,3.7575,3881.29750000002,0.882291666666664,-1.12
"759","Montana",2004,15,5,1,TRUE,TRUE,718056.75,480287.25,66.875,457402.166666667,63.7166666666667,22885.0833333333,4.76666666666667,1100.02,23735.14,4.63,21178.97375,22280.3175,4.93645833333334,4.60416666666667,3.16,3.1525,1101.34375000001,-0.33229166666667,0.00749999999999984
"760","Arizona",1993,2,9,10,FALSE,FALSE,3070311.08333333,1949161.83333333,63.4833333333333,1824338.08333333,59.3916666666667,124823.75,6.40833333333333,4634.39999999999,94916.4,4.88,82515.7125,87187.625,6.284375,6.29375,3.825,3.7875,4671.91249999996,0.00937500000000036,0.0374999999999974
"761","Ohio",1987,-4,10,4,TRUE,FALSE,8162916.66666667,5259435.91666667,64.4333333333333,4886487.91666667,59.85,372948,7.11666666666667,6987.5,247286.6,2.83,224497.0125,238901,9.58125,8.44375,3.805,1.30625,14403.9875,-1.1375,2.49875
"762","Alaska",1990,-7,4,1,TRUE,TRUE,371966.5,268300.5,72.1333333333333,248939.333333333,66.9333333333333,19361.1666666667,7.23333333333333,-213.099999999999,28772.4,-0.74,27824.1375,28781.675,9.2125,8.32291666666667,3.1575,0.516250000000001,957.537499999991,-0.889583333333331,2.64125
"763","Indiana",2006,1,7,NA,FALSE,FALSE,4796258.16666667,3235189.25,67.45,3071095.25,64.0333333333333,164094,5.08333333333333,4148.20999999999,207475.27,2,193869.30875,202365.6325,4.60208333333334,5.30208333333333,2.3375,2.0725,8496.32374999998,0.699999999999995,0.264999999999997
"764","West Virginia",1994,-5,6,3,TRUE,FALSE,1432101.83333333,782289.666666667,54.6333333333333,713340.25,49.8083333333333,68949.4166666667,8.825,2127.7,35963.4,5.92,32053.6125,33666.275,9.89791666666667,10.3625,3.3625,2.7625,1612.66249999998,0.464583333333334,0.6
"765","Florida",1995,-4,4,4,TRUE,FALSE,11335038.75,7046599,62.1666666666667,6657385.5,58.7333333333333,389213.5,5.51666666666667,12868.5,358418.8,3.59,318137.4625,337698.925,6.45729166666666,6.825,3.875,3.4675,19561.4625000001,0.367708333333336,0.4075
"766","Nebraska",1999,0,11,NA,FALSE,FALSE,1275410,937779.833333333,73.5166666666667,911641.25,71.4833333333333,26138.5833333333,2.775,1129.68,51385.68,2.2,47276.8225,50306.495,2.68229166666667,2.63958333333333,2.4175,2.97625,3029.67249999999,-0.0427083333333345,-0.558749999999998
"767","South Dakota",1985,6,4,NA,FALSE,FALSE,506250,345363.833333333,68.2166666666667,328682.916666667,64.9166666666667,16680.9166666667,4.825,479.5,13173.7,3.64,12098.2625,12373.675,4.51041666666667,4.97291666666666,1.82,2.37375,275.412499999997,0.462499999999997,-0.55375
"768","Ohio",1996,5,11,11,FALSE,FALSE,8522956.16666667,5645681.5,66.25,5363707.33333333,62.9333333333333,281974.166666667,4.99166666666667,10354.9,315188.8,3.29,282204.0125,298027.2,5.88125,5.49166666666667,3.3125,2.5125,15823.1875000002,-0.389583333333333,0.8
"769","Tennessee",2004,-1,6,NA,FALSE,FALSE,4541581.08333333,2878004.25,63.375,2724090.16666667,59.9833333333333,153914.083333333,5.35833333333333,8267.13,184547.23,4.48,167315.67125,174325.58,4.765625,5.18333333333333,2.6325,2.9225,7009.90875000012,0.417708333333331,-0.290000000000001
"770","New Mexico",1993,-2,10,2,TRUE,FALSE,1191936.66666667,759141.25,63.675,706191,59.2416666666667,52950.25,6.96666666666667,3607.7,37463,9.63,30168.0625,33003.05,7.50729166666666,6.9625,6.9175,3.87125,2834.98749999999,-0.544791666666663,3.04625
"771","Texas",2003,8,5,NA,FALSE,FALSE,16050108.3333333,10913354.8333333,67.9833333333333,10183520.4166667,63.45,729834.416666667,6.69166666666667,4658.30000000005,751046.4,0.62,683801.15,736165.32,5.35416666666667,5.57291666666667,2.0325,4.2125,52364.17,0.218749999999997,-2.18
"772","Arkansas",1993,-10,4,3,TRUE,FALSE,1857667,1177812.16666667,63.4,1105476.83333333,59.5083333333333,72335.3333333333,6.14166666666667,1495.7,50756,2.95,44990.45,47752.575,7.35104166666666,6.89166666666667,3.4875,3.10625,2762.12499999999,-0.459374999999994,0.381250000000001
"773","Pennsylvania",2006,-3,8,NA,FALSE,FALSE,9767931.75,6294353.66666667,64.4333333333333,6005531.33333333,61.4833333333333,288822.333333333,4.59166666666667,2854.47000000003,423431.33,0.67,400107.81125,414892.765,4.94791666666667,5.1625,1.8175,1.8875,14784.9537499999,0.214583333333333,-0.0700000000000007
"774","South Carolina",1992,5,3,7,FALSE,FALSE,2699744.66666667,1789216.91666667,66.2666666666667,1668780.16666667,61.8083333333333,120436.75,6.75,2495.2,78505,3.18,70385.1625,75710.525,5.73541666666667,5.58125,2.5925,3.76375,5325.3625,-0.154166666666667,-1.17125
"775","Colorado",1992,-17,6,7,FALSE,FALSE,2619814,1845279.75,70.4416666666667,1734689.58333333,66.2166666666667,110590.166666667,6,6278.29999999999,97058.4,6.47,87134.125,90917.175,6.21770833333333,5.53125,2.9925,2.32375,3783.05,-0.686458333333333,0.668749999999999
"776","Louisiana",2005,-1,6,3,TRUE,FALSE,3290373.33333333,2070493.08333333,62.9833333333333,1922215.16666667,58.45,148277.916666667,7.125,9996.01000000001,174628.2,5.72,155303.64125,161958.1875,5.92916666666667,6.40625,3.97,3.8675,6654.54624999998,0.477083333333329,0.102499999999999
"777","California",2006,3,8,NA,FALSE,FALSE,27012671.3333333,17655098.3333333,65.35,16787237.5833333,62.15,867860.75,4.91666666666667,58904.5900000001,1486223.48,3.96,1302352.36125,1396712.3275,5.7,5.83125,4.23,4.17625,94359.9662499998,0.131250000000001,0.0537500000000009
"778","Massachusetts",1989,-14,10,2,TRUE,FALSE,4617916.66666667,3176659.58333333,68.7833333333333,3044741.5,65.925,131918.083333333,4.14166666666667,989.5,195608.8,0.51,167855.2125,186641.825,4.72083333333333,3.6375,4.1975,4.6125,18786.6125,-1.08333333333333,-0.415
"779","Connecticut",1992,0,10,1,TRUE,TRUE,2558623.75,1828034.33333333,71.4416666666667,1689888.83333333,66.0333333333333,138145.5,7.54166666666667,1616,119831.9,1.35,114377.0125,119957.575,4.728125,5.7375,0.152499999999999,2.86375,5580.56250000001,1.009375,-2.71125
"780","Connecticut",1998,3,13,NA,FALSE,FALSE,2573215.25,1742486.08333333,67.7166666666667,1682599.16666667,65.3916666666667,59886.9166666667,3.44166666666667,-1032.70000000001,139246.9,-0.74,127167.6625,134994.35,5.71875,4.85833333333334,3.41,1.67875,7826.68749999999,-0.860416666666663,1.73125
"781","Rhode Island",1985,0,7,6,FALSE,FALSE,748000,499162,66.725,476100.25,63.65,23061.75,4.63333333333333,1332.2,21753.9,6.12,19064.9625,19953.7,7.01354166666667,7.03958333333333,3.7875,2.90125,888.737499999996,0.0260416666666687,0.88625
"782","Mississippi",1989,-52,0,3,TRUE,FALSE,1893583.33333333,1166385.66666667,61.6083333333333,1074804,56.7666666666667,91581.6666666667,7.85,416.800000000003,44669,0.93,40689.8875,43179.65,10.2041666666667,9.41041666666667,2.405,2.19125,2489.7625,-0.793750000000001,0.21375
"783","Michigan",1995,4,7,8,FALSE,FALSE,7287367.66666667,4812825.83333333,66.05,4559857.5,62.5833333333333,252968.333333333,5.25833333333333,625,264124.9,0.24,240617.075,251259.975,7.37291666666667,6.87291666666667,3.825,2.1325,10642.8999999999,-0.500000000000003,1.6925
"784","Ohio",2000,9,11,7,FALSE,FALSE,8623110.16666667,5789192.66666667,67.1416666666667,5557884.08333333,64.4583333333333,231308.583333333,4,7131.04999999999,363806.98,1.96,324216.6375,350406.075,4.9,4.30833333333333,3.5125,3.4125,26189.4375000002,-0.591666666666667,0.100000000000001
"785","Michigan",1992,1,7,11,FALSE,FALSE,7128842.83333333,4677281.5,65.6,4258381.66666667,59.7333333333333,418899.833333333,8.975,9664.70000000001,235240.6,4.11,226297.2625,231143.55,8.44375,8.24583333333333,0.47,1.5975,4846.28749999992,-0.197916666666671,-1.1275
"786","West Virginia",1989,0,6,8,FALSE,FALSE,1431416.66666667,756962.833333333,52.8833333333333,691758.25,48.3333333333333,65204.5833333333,8.61666666666667,-49.5,30815.6,-0.16,29040.85,29771.975,12.5947916666667,10.26875,1.38,0.75125,731.125000000004,-2.32604166666667,0.62875
"787","Iowa",1986,17,5,13,FALSE,FALSE,2139500,1433697.25,67.0083333333333,1337016.16666667,62.5,96681.0833333333,6.75,-747,55262.1,-1.35,55606.325,54551.875,6.83125,7.32708333333333,0.3975,-0.39625,-1054.45,0.495833333333332,0.79375
"788","Connecticut",2003,8,13,NA,FALSE,FALSE,2651471.58333333,1784058,67.275,1687731.66666667,63.6583333333333,96326.3333333333,5.40833333333333,1637.83000000002,157910.48,1.04,147421.00375,156096.66,4.00729166666667,3.81041666666667,2.325,2.50875,8675.65625000006,-0.196874999999997,-0.183750000000002
"789","Idaho",1991,-20,6,4,TRUE,FALSE,751752.416666667,508073.333333333,67.5916666666667,476574,63.4,31499.3333333333,6.19166666666667,431.200000000001,20592.5,2.09,18367.975,19622.75,6.78645833333333,5.76458333333333,4.18,2.63375,1254.77499999999,-1.021875,1.54625
"790","Louisiana",2004,0,6,4,TRUE,FALSE,3341006.25,2036503.83333333,60.9416666666667,1916088.58333333,57.35,120415.25,5.91666666666667,7440.10000000001,164632.19,4.52,149225.52875,155410.1875,5.78854166666667,6.06041666666666,2.825,3.6,6184.65874999997,0.271874999999996,-0.775000000000001
"791","Arkansas",1999,3,5,8,FALSE,FALSE,2004231.33333333,1255138.08333333,62.6166666666667,1197341.66666667,59.7333333333333,57796.4166666667,4.6,3247.37,62467.35,5.2,56232.42875,60091.6325,5.46458333333333,5.06458333333334,2.7275,3.5975,3859.20374999999,-0.399999999999993,-0.869999999999999
"792","Maine",2000,0,15,1,TRUE,TRUE,994236.333333333,678091.833333333,68.2083333333333,655327.75,65.9,22764.0833333333,3.35833333333333,1529.76,33176.32,4.61,29935.53375,31423.2425,5.27604166666667,4.20625,2.745,2.43875,1487.70875000001,-1.06979166666667,0.30625
"793","Georgia",1994,-57,0,9,FALSE,FALSE,5332009.33333333,3592294,67.375,3405558.58333333,63.8666666666667,186735.416666667,5.20833333333333,13336.5,198125,6.73,170648.925,181713.4,5.7125,5.83958333333333,4.44,3.82125,11064.4750000002,0.127083333333333,0.618749999999999
"794","Alabama",1997,2,3,2,TRUE,FALSE,3310671.91666667,2133402.91666667,64.45,2027146.58333333,61.225,106256.333333333,4.975,3425.89999999999,104805.2,3.27,93734.3625,99752.875,6.42708333333334,5.58541666666667,3.425,2.95625,6018.51250000004,-0.84166666666667,0.46875
"795","Pennsylvania",1997,2,7,6,FALSE,FALSE,9420956.58333333,6056691.16666667,64.2916666666667,5746759.58333333,61,309931.583333333,5.11666666666667,12340.8,342661.8,3.6,310805.05,326597.7,6.22291666666667,5.66666666666667,3.0275,2.29,15792.65,-0.55625,0.737499999999999
"796","Arizona",2006,-3,10,3,TRUE,FALSE,4630000.66666667,2989771.58333333,64.5833333333333,2863728.91666667,61.85,126042.666666667,4.225,10215.65,197436.61,5.17,164809.93875,180883.13,4.87395833333334,4.925,5.7375,5.08625,16073.19125,0.0510416666666638,0.651249999999997
"797","North Dakota",1990,-5,6,3,TRUE,FALSE,463433.75,317222.416666667,68.4583333333333,304422.75,65.7,12799.6666666667,4.025,428.1,13161.2,3.25,13034.1,12747.85,5.05520833333333,4.49791666666667,0.655,-0.47375,-286.250000000004,-0.557291666666668,1.12875
"798","Montana",1990,1,5,15,FALSE,FALSE,595669.166666667,403196.75,67.6833333333333,379126,63.6583333333333,24070.75,5.975,266,15355.3,1.73,14834.525,14891.325,7.20729166666667,6.46666666666666,1.37,0.34625,56.8000000000047,-0.740625000000004,1.02375
"799","Georgia",1995,-58,0,8,FALSE,FALSE,5459973.08333333,3683008.41666667,67.4583333333333,3505147.25,64.1916666666667,177861.166666667,4.825,11166.7,209291.7,5.34,177790.0375,192234.025,5.60625,5.74375,5.455,3.88875,14443.9875000002,0.137499999999999,1.56625
"800","Hawaii",1987,-24,1,16,FALSE,FALSE,761916.666666667,510551.083333333,67,491098.083333333,64.45,19453,3.81666666666667,1386.7,32375.8,4.28,28816.125,30579.175,5.328125,4.91458333333333,3.6225,2.7625,1763.05,-0.413541666666664,0.86
"801","Maryland",1986,-17,5,17,FALSE,FALSE,3391916.66666667,2347146.75,69.1916666666667,2240117.08333333,66.0333333333333,107029.666666667,4.55,5234.09999999999,117037.4,4.47,101263.45,108408.8,6.17395833333333,5.375,5.2125,3.15125,7145.35000000001,-0.798958333333333,2.06125
"802","Rhode Island",2005,10,9,NA,FALSE,FALSE,837143,565708.666666667,67.575,537171.666666667,64.1583333333333,28537,5.04166666666667,526.389999999999,35899.6,1.47,32173.2225,34395.27,4.7375,5.12916666666667,3.36,2.73375,2222.0475,0.391666666666666,0.626250000000002
"803","Iowa",1995,26,5,4,TRUE,FALSE,2177652,1587214.08333333,72.875,1532536.75,70.375,54677.3333333333,3.45833333333333,2065.40000000001,74568.3,2.77,66154.825,70211.425,4.15625,3.87083333333333,3.7775,3.375,4056.59999999998,-0.285416666666668,0.4025
"804","Delaware",1990,13,7,3,TRUE,FALSE,512095.333333333,360228.5,70.3583333333333,343253.916666667,67.0166666666667,16974.5833333333,4.70833333333333,575.300000000003,25887.4,2.22,22021.3375,24340.4,4.74479166666667,3.60833333333333,5.0025,5.355,2319.0625,-1.13645833333333,-0.3525
"805","Washington",2003,-18,8,NA,FALSE,FALSE,4660988.33333333,3126825,67.0916666666667,2895330.91666667,62.1,231494.083333333,7.41666666666667,4226.32999999999,225393.75,1.88,207793.0625,221615.29,5.86249999999999,6.5625,0.459999999999998,4.07875,13822.2275,0.700000000000004,-3.61875
"806","South Dakota",1994,15,4,NA,FALSE,FALSE,529174.666666667,378168.833333333,71.4583333333333,365835.416666667,69.125,12333.4166666667,3.275,932.299999999999,18140.7,5.14,15381.4625,16759.75,3.68645833333333,3.35625,5.13,3.74875,1378.2875,-0.330208333333336,1.38125
"807","Wyoming",1992,-17,6,3,TRUE,FALSE,339655,238817.583333333,70.3083333333333,225468.416666667,66.3666666666667,13349.1666666667,5.575,208.5,14326.8,1.46,13278.725,13784.2,6.55833333333333,5.56458333333333,2.29,1.12375,505.475000000002,-0.993750000000001,1.16625
"808","Idaho",2001,6,7,NA,FALSE,FALSE,969339.75,677760.583333333,69.925,643233.5,66.35,34527.0833333333,5.09166666666667,-906.370000000003,31408.96,-2.89,28980.025,29690.1,5.13333333333333,4.95,0.327500000000001,3.01875,710.074999999997,-0.183333333333336,-2.69125
"809","Pennsylvania",1990,-3,6,5,FALSE,FALSE,9205918.66666667,5827960.33333333,63.3083333333333,5509227.33333333,59.85,318733,5.46666666666667,4370,288954.9,1.51,261832.7,280126.45,7.046875,5.21875,3.24,3.13125,18293.7500000001,-1.828125,0.10875
"810","Oregon",2006,-19,6,NA,FALSE,FALSE,2876526.5,1885267.41666667,65.5333333333333,1784741.25,62.0416666666667,100526.166666667,5.33333333333333,6784.96000000001,118901.11,5.71,102972.58875,110483.7925,6.43645833333334,6.73541666666667,4.56,3.73,7511.20375000004,0.298958333333331,0.830000000000003
"811","West Virginia",1990,-1,6,7,FALSE,FALSE,1398424,762043.916666667,54.5,697503,49.8833333333333,64540.9166666667,8.46666666666667,533.600000000002,31349.2,1.7,29450.8375,30440.95,11.9052083333333,9.43333333333334,2.1625,1.32375,990.112500000007,-2.471875,0.83875
"812","West Virginia",2006,-5,8,NA,FALSE,FALSE,1440091.25,806144.583333333,55.9833333333333,766271.083333333,53.2166666666667,39873.5,4.95,636.529999999999,46037.56,1.38,43892.925,44745.6775,5.53541666666667,5.35208333333333,1.4425,1.27,852.752499999981,-0.183333333333334,0.172499999999999
"813","Ohio",1988,-5,10,3,TRUE,FALSE,8230666.66666667,5318241.66666667,64.6,4997780,60.725,320461.666666667,6.00833333333333,9440.69999999998,256727.3,3.68,230120.0125,245615.8,9.28229166666667,7.57916666666667,2.72,2.31875,15495.7875000001,-1.703125,0.40125
"814","Colorado",1993,-18,6,6,FALSE,FALSE,2713377.33333333,1931301.83333333,71.1666666666667,1828704,67.4,102597.833333333,5.325,6398.20000000001,103456.6,6.18,89771.55,95056.9,6.12395833333333,5.45416666666667,4.245,2.78375,5285.34999999999,-0.669791666666666,1.46125
